Q3624078	sovereign state
Q7257749	public health nursing
Q121176	nursing
Q14916053	number
Q7831478	track
Q58371759	registrar
Q7311403	religious terrorism
Q7321258	sea mark
Q17852731	mark
Q20990747	Royal College
Q57578857	beginning of a watercourse
Q679206	organizational unit
Q877127	administrative territorial entity of Myanmar
Q2285130	signal language
Q7558519	soloist
Q7625012	structural building component
Q7631092	administrative territorial entity of the Central African Republic
Q1006733	grassland
Q60595545	abionym
Q10816094	place name
Q7894227	Universiade sports
Q7900180	urban township of the United States
Q8348400	comendador
Q8461942	consejería
Q8799101	economics of property rights
Q8812109	church music
Q6452410	Christian music
Q1065742	religious music
Q106039	Christian
Q860490	bilateralism
Q10355826	airplane with 4 engines
Q63244789	aircraft with 4 engines
Q10374541	administrative territorial entity of Northern Cyprus
Q682697	comprehensive school
Q10578722	maximum
Q10585806	minimum
Q47517368	maximal element
Q20203388	extremity
Q10675206	ingredient
Q169336	mixture
Q908656	preference
Q484105	autonomy
Q11267743	early modern Japanese literature
Q231425	Japanese literature
Q6497044	history of literature
Q11376059	human rights violations
Q11424100	status
Q11424378	Local Branch Offices
Q13430821	crowd
Q11611056	Biblical commentary
Q1749541	commentary
Q11703678	section
Q17103180	section
Q1151887	administrative territorial entity of the Maldives
Q2879	province or territory of Canada
Q194177	intaglio printing
Q11917457	administrative territorial entity of Catalonia
Q12037703	None
Q7946	mineral
Q12148487	development of mineral deposits
Q3068523	elections in Denmark
Q12060061	terrain type
Q12786121	warfare
Q12786573	Buddhist
Q16911759	trainset
Q17379815	administrative territorial entity of Missouri
Q6664400	local government in New Jersey
Q13415428	projection
Q21550639	geometric concept
Q229102	surjective function
Q21074401	administrative territorial entity of California
Q1789452	criterion
Q912550	categorization
Q506424	UCI Road World Championships
Q14167904	process management
Q17379835	Wikimedia page outside the main knowledge tree
Q2490986	administrative territorial entity of San Marino
Q14359196	None
Q14565197	relative direction
Q2712963	abstract noun
Q22672702	down and up
Q22674930	destroyed settlement
Q5155040	community project
Q50201	administrative territorial entity of Cambodia
Q20747295	protein-coding gene
Q7187	gene
Q14916058	State territory
Q26001337	dishonor
Q15042137	administrative territorial entity of the Netherlands
Q20528428	federative entity of Mexico
Q8424783	election in Hong Kong
Q12044624	periodic process
Q9283961	incorporated town
Q1964546	garden design
Q15544757	science software
Q15629195	administrative territorial entity of Montenegro
Q15629444	government report
Q55215846	type of surgical procedure
Q15641022	administrative territorial entity of Saint Vincent and the Grenadines
Q15643925	administrative territorial entity of the Solomon Islands
Q15688633	ship element
Q21192438	fictional species
Q27304428	fictional Canis
Q3193890	environmental disaster
Q1620824	nuclear accident
Q15831440	political studies
Q207892	public law
Q15831577	non-classical state of matter
Q52063183	classical state of matter
Q15838659	humanoid extraterrestrial species from Doctor Who
Q15839082	Warcraft race
Q15897752	administrative territorial entity of Qing dynasty
Q27801	non-fiction literature
Q15983795	Nazi party paramilitary rank
Q374814	certification
Q16256303	central massive object
Q77223030	public servant (Beamter)
Q16500104	fictional body of water
Q29651224	natural object
Q18670171	fictional vessel
Q146491	criminal law
Q16766456	administrative territorial entity of Vanuatu
Q1477115	FIFA World Cup team
Q15731960	secondary body
Q212564	Colombia national football team
Q17079481	scholarly method
Q17108519	personal narrative
Q17125668	self-proclaimed
Q3962655	opinion
Q17136179	interdisciplinary scientist
Q17147618	administrative territorial entity of Guernsey
Q11917419	administrative territorial entity of the canton of Ticino
Q24017465	second-order metaclass
Q17351672	parlour game
Q17379825	administrative territorial entity of Utah
Q22811462	type of manufactured good
Q18087975	subnational heritage site
Q56424413	type of business entity in Portugal
Q18340964	power
Q18379889	narrow-body quadjet airliner
Q4120025	jet airliner
Q2523684	airplane with 4 jet engines
Q15062149	land-based aircraft
Q18520049	bomber unit
Q18560545	periodical exhibition
Q3310776	botanical nomenclature
Q15644782	administrative territorial entity of Oman
Q18603731	dissolution
Q18621601	intoxication
Q7830382	toxic injury
Q16391167	vessel
Q3113079	None
Q19202067	global empire
Q19507642	None
Q36218176	person identifier
Q19650003	sets of free reeds
Q399597	free reeds
Q19849064	administrative territorial entity of Republika Srpska
Q22988603	Wikidata property related to biology
Q1241356	record
Q20026787	chemical component
Q1310239	component
Q20035780	aircraft performance class
Q20056177	development stage of animal
Q1811014	phase of life
Q5967378	speculative fiction
Q3539920	three-masted ship
Q20650523	brigand
Q10968653	banditry
Q21073990	administrative territorial entity of the Comoros
Q1413406	technical documentation
Q15631850	districts and some cities of Germany
Q1418640	local government in Germany
Q66310127	immatrial component
Q609588	component-based software engineering
Q12773225	enslaved person
Q20980497	transport vehicle
Q42907216	video game theme
Q55659107	intermittent natural watercourse
Q7921929	vernacular geography
Q26270618	rowing person
Q21114371	episcopal function
Q21140826	American rules football game
Q21163366	Go competition
Q21290858	Member of the House of Representatives of Grenada
Q21294917	Member of the Parliament of Singapore
Q21451178	Wikidata property related to economics
Q383493	local government area of Scotland 1975 to 1996
Q50081413	Wikipedia article page
Q191928	polysemy
Q1049540	administrative territorial entity of Northern Ireland
Q21550481	commemorative container
Q56612157	ceremonial container
Q21550515	cross
Q21550989	signal tower
Q6052753	administrative territorial entity of the Bahamas
Q1707009	space program of the United States
Q21682724	municipal district of Finland
Q308194	daughter
Q19358049	refusal
Q22893904	zonotope
Q4129097	convex polytope
Q23005232	dance school
Q23010558	area, ethnic, cultural, gender, and group studies
Q23015465	income class
Q466470	demigod
Q22984363	Wikidata property related to transport
Q23585486	prefix
Q2626534	substring
Q11356003	legal definition
Q23928245	ball kick
Q238053	collision
Q63074246	Wehrmacht unit
Q24050099	auto race
Q24262056	Wikidata property for Wikivoyage
Q24457356	historiographical concept
Q24273067	Norse archaeological artifact
Q24444087	concept about Norse culture
Q27277631	fictional mammal
Q24887337	IT Department as a Service
Q25036597	as a service
Q55386700	Roman Catholic shrine
Q25412751	None
Q930164	conspiracy
Q26835642	underground nuclear explosion
Q39725049	type of publication
Q25938183	season
Q61685689	tournament system
Q11799049	public institution
Q27301864	fictional bovid
Q47516659	fictional livestock
Q59199015	group of stereoisomers
Q2005087	polyunsaturated fatty acid
Q24067397	long chain fatty acid
Q27303980	fictional equine
Q27303911	fictional perissodactyla
Q27642681	Wikidata property related to protected areas
Q27301300	fictional carnivoran
Q182415	reality television
Q77872752	physics experiment
Q28240076	Structure of a cannabinoid receptor and functional expression of the cloned cDNA
Q207977	prototype
Q13407144	computer system
Q570871	email client
Q28648855	police unit
Q1791627	cultural artifact
Q28870066	ensemble of works of art
Q11034	printing
Q9053464	costume
Q4057706	administrative territorial entity of the Great Duchy of Lithuania
Q16675884	religious sculpture
Q29182544	assignment
Q29546443	Wikidata property for items about books
Q29918297	metaclass of ambassadors
Q29925520	None
Q30064715	ambassador to a no longer existing country
Q1914017	knowledge worker
Q30126005	hypothetical scientific object
Q1133563	mythical shapeshifter
Q30250610	object in the outer solar system
Q30249972	object of the inner Solar System
Q30339659	motorsports competitor
Q171141	gastronomy
Q31930698	state decoration
Q33513999	mythological island
Q34548368	international association football competition
Q35002801	Belarusian name
Q51369558	historic geographical object
Q27096220	natural geographic entity
Q61130878	nations at occurrence
Q54802199	nation in the Eurovision Contest
Q36205316	administrative territorial entity identifier
Q37882474	agent identifier
Q36809769	object of group
Q15633587	MediaWiki main-namespace page
Q58494026	Wikimedia page
Q39373172	half
Q63981919	sport rivalry
Q41074997	symmetrical object
Q41321608	vehicle without engine
Q44167	engine
Q41689629	procedure
Q42681198	propaganda music
Q43767805	multisport sport
Q26887428	nation at Games
Q47407603	artistic creation
Q47450829	Mayor and Borough Mayors of Montreal
Q47512165	Wikidata property related to computing
Q334401	surveillance
Q3976636	administrative territorial entity of Brunei
Q48748864	None
Q4806618	Asian Cycling Championships
Q15138389	Wikimedia article page
Q50348133	transporter dark ride
Q50364603	horse armor
Q50414774	armor
Q50377228	chemical actions and uses
Q50840728	free aerophone
Q20826013	software version
Q51674872	administrative territorial entity of the Kingdom of Bavaria
Q54115138	municipality of New Jersey
Q138	king
Q55739694	organonitrogen compound
Q77899525	organic nitrogen compound
Q55990535	computer model
Q62008942	electronic device model
Q56055115	artificial animal shelter
Q56220509	annual conference
Q23540	Protestantism
Q56284681	None
Q56512863	participant
Q56557118	use status
Q55553838	conservation status
Q1443316	Christmas music
Q56835059	speed skating competition
Q57448730	abandoned proposed road
Q58079064	protestant cathedral
Q58180068	inanimate charge
Q3744880	natural figure
Q178588	gramophone record
Q28146196	music database
Q60442637	rapid transit train service
Q62577338	branch of psychiatry
Q62966787	Russian naval infantry unit
Q62968288	marine regiment
Q62933934	military unit branch class
Q1441324	franchise
Q63250353	container component
Q66762677	political term
Q63769412	consulting
Q63959448	fictional architectural structure
Q74817647	aspect in a geographic region
Q64264420	Wikidata property related to Christianity
Q22983697	Wikidata property related to religions and beliefs
Q17297280	administrative territorial entity of the canton of Zürich
Q64364539	LGBT place
Q17884	LGBT
Q64689129	type of business entity in Denmark
Q64699672	chocolate manufacturing company
Q41791933	Wikidata property related to television
Q14300548	skating
Q811909	technological component
Q230262	plucked string instrument
Q65770134	None
Q72084374	organonitrogen heterocyclic compound
Q27043950	anatomical entity
Q66545460	program
Q7271585	schedule
Q66747535	German Navy flotilla
Q62934264	military unit branch-size class
Q66746335	German naval unit
Q66748599	submarine flotilla
Q66785817	mathematical terminology
Q66786238	mathematical term
Q16541253	commission
Q68889614	rural municipality
Q71573704	organic heterocyclic compound
Q71782942	pnictogen compound
Q72910779	strategic plan
Q73768821	vocational education institution
Q6869278	vocational education
Q21073937	bank branch
Q75694944	None
Q75837421	color woodcut
Q1725664	terminology
Q1027098	fusor
Q872	radio broadcasting
Q52954	keyboard instrument
Q1572088	hydrogen halide
Q2539	machine learning
Q3559	comet
Q4886	cultivar
Q1362373	cultivated plant
Q6957341	major religious group
Q67472109	volleyball tournament
Q7260	imperialism
Q863908	nucleic acid sequence
Q50365914	biological region
Q8054	protein
Q185626	single-reed instrument
Q1188986	phase
Q9585	Shia Islam
Q10884	tree
Q757163	woody plant
Q1673271	regime change
Q11438	solid
Q937946	solid figure
Q15831576	fundamental state of matter
Q55640	primary sector of the economy
Q19261760	agricultural worker
Q45971958	performing arts genre
Q58928516	meteorological concept
Q804539	bactericide
Q816264	formal science
Q1949963	statistic
Q14970	tanker
Q20460	crucifix
Q3300024	natural building material
Q936791	non-renewable resource
Q17538722	performance work
Q26473	Gregorian chant
Q724473	chorale
Q11790583	modern languages
Q2168243	shallow
Q21857994	giant planet
Q174834	authority
Q19752385	state official in Indonesia
Q42470	motto
Q59674586	ice cover
Q861451	killing of animals
Q47728	hobby
Q1444571	franking
Q15964794	paper product
Q352618	indicia
Q831691	storey
Q43310	Germany national football team
Q44946	point
Q1801244	zero-dimensional space
Q6453739	primitive notion
Q486902	mathematical model
Q3304561	marine ecosystem
Q3578576	river ecosystem
Q60029820	FFH-Habitat
Q47223	birthday
Q47883	playing card
Q17638008	game equipment
Q27905	suit
Q48522	word-sense disambiguation
Q621184	problem
Q50218	administrative territorial entity of the Republic of China
Q3187075	aimag
Q217170	proselytism
Q66295	derivative
Q169489	security
Q989255	Middle-earth races
Q752673	asymmetric warfare
Q4951628	true board zithers with resonator box
Q83345	circumcision
Q1886589	ablation
Q3309852	genital modification
Q1814009	administrative territorial entity of Albania
Q104499	planetary science
Q127213	arboriculture
Q181970	archaism
Q1308274	language usage
Q132311	fantasy
Q28031555	machine translation software
Q146923	middleware of distributed system
Q146768	middleware
Q147572	arc
Q161973	curve
Q5639312	voivodeship
Q1326028	camp
Q438760	underground press
Q154503	aerodyne
Q1299477	aerostat
Q2305862	social category
Q1392538	social class in ancient Rome
Q1298356	egodocument
Q160020	shadow
Q219858	zone
Q83437	gemstone
Q178794	watch
Q1773974	preventive medicine
Q7451779	separate legal entity
Q167198	amine
Q167682	rocket artillery
Q3216918	rocket launcher
Q168344	ringed space
Q160232	hatred
Q2823610	financial asset
Q200539	dress
Q4375404	wedding clothing
Q20643324	opera genre
Q2155148	polychoron
Q320607	oligosaccharide
Q175263	data structure
Q39322	Tibetan Mastiff
Q66745531	language subsystem
Q43371537	trading venue
Q25696292	astronomy classification
Q181156	software design pattern
Q1762471	rhetorical device
Q183816	master's degree
Q2383393	candidate (degree)
Q4218455	qualification (degree)
Q185837	intersection
Q186247	vector field
Q69506823	flag design
Q1786828	constituent
Q2303637	syntagma
Q41796	sentence
Q188447	electrical cable
Q124291	electrical conductor
Q2425052	electrical apparatus
Q132629	electrical network
Q188522	software testing
Q188572	fact
Q2520520	administrative territorial entity of Hungary
Q868299	control flow
Q191489	melodrama
Q1141323	electoral college
Q24590007	raised stone
Q1123037	nursery rhyme
Q172964	goalkeeper
Q203066	relation
Q203764	activism
Q1283504	social engagement
Q205049	world music
Q235858	folk music
Q19	cheating
Q3796713	immorality
Q207822	packaging and labeling
Q2127468	transport unit
Q838202	expressive therapy
Q213723	hypercube
Q2745944	regular polytope
Q3801534	hyperrectangle
Q215071	supremum
Q42866132	None
Q1199948	infimum
Q216545	Christian theology
Q66740226	military term
Q220997	vertex-transitive graph
Q223638	guide book
Q228388	train ride
Q228736	materials science
Q230875	thermodynamic state
Q230855	physical state
Q230937	state function
Q149512	Asian literature
Q2964004	thoracic surgery
Q235352	crop
Q247154	counting
Q37112258	finding
Q622821	calculation
Q1924249	measured quantity
Q247179	creed
Q245204	antagonist
Q679388	arrondissement of Paris
Q55498668	place name sign
Q272851	Roman naming conventions
Q3964238	Soldiers of fortune
Q274988	plaster
Q829532	None
Q284347	T1 space
Q1148924	Kolmogorov space
Q27166344	substance
Q26863790	ATP tennis tournament
Q1087786	norm
Q320357	closed set
Q4392123	Fσ set
Q213363	open set
Q875399	boundary
Q862761	interior
Q3054261	explosive device
Q332624	Erga omnes
Q332903	fork
Q27908081	development
Q1366370	Islamic literature
Q7921	didactic method
Q71266556	warfare and armed conflicts
Q7574076	spatial network
Q365674	security engineering
Q306103	mining method
Q2516189	None
Q378408	initial
Q63872616	layout component
Q6418772	subdivision of the Byzantine Empire
Q970119	paracompact space
Q583034	locally compact space
Q290618	σ-compact space
Q859275	countably compact space
Q384876	set phrase
Q13539199	None
Q15841920	Redewendung
Q1301371	computer network
Q2143522	monitoring
Q407142	phenols
Q408386	inference
Q1156402	reasoning
Q3476515	architectural sculpture
Q22084735	Aktiengesellschaft
Q422649	biopolymer
Q81163	polymer
Q206229	biomolecule
Q424689	gene product
Q55084935	rank of mineral taxonomy
Q26261757	live broadcast
Q248577	President of the Republic
Q2578557	equity
Q831047	ownership equity
Q1166770	depiction
Q15621887	administrative territorial entity of the Kingdom of Saxony
Q28813	fraud
Q6813432	staff
Q18608406	mushing
Q503992	name
Q57199699	apparition
Q24336466	mythical event
Q16154317	vision of Jesus and/or Mary
Q56640800	type of business entity in Luxembourg
Q1528166	unmanned spacecraft
Q524572	term of office
Q1465133	time limit
Q17153999	neck order
Q8348348	commander
Q543842	South Korea national football team
Q6269549	Joint session of the United States Congress
Q5549724	administrative territorial entity of Cuba
Q580939	commercial vehicle
Q7557772	Solicitor General
Q1501958	ship prefix
Q21651837	exchange of goods
Q64534006	sacrifice
Q40686289	song component
Q602884	social phenomenon
Q604886	charter city of the United States
Q5597179	graphical user interface element
Q4683538	administrative territorial entity of Niger
Q609723	community in Nunavut
Q59428876	international basketball competition
Q3057962	fleet escort ship
Q613366	users' group
Q2380392	None
Q13405326	property caretaker
Q7631101	administrative territorial entity of the canton of Valais
Q633674	polygonal chain
Q600134	course
Q460336	state police
Q652446	uniform space
Q41511527	taxologist
Q690810	nature photography
Q5183538	prefect in ancient Rome
Q12081657	township level division of the Republic of China
Q12083042	county level division of the Republic of China
Q718768	queen dowager
Q34467	Compact Disc
Q723127	native element class of minerals
Q12110334	mineral class
Q732177	sacred vessel
Q4698551	fictional aircraft
Q2520541	administrative territorial entity of Mali
Q279118	wooden house
Q7631073	administrative territorial entity of Sudan
Q4921933	Kam–Tai languages
Q15618781	wheeled vehicle
Q37113105	finding
Q759676	task
Q759765	spotter
Q759957	supervisory authority
Q760120	expenditure
Q240673	cost
Q765633	aviation
Q772123	administrative territorial entity of Lithuania
Q40821	surgery
Q66811410	medical profession
Q778637	output device
Q784242	Awards and decorations of the United States military
Q1150710	strategy game
Q3502443	administrative territorial entity of Benin
Q45996	Mysticism
Q477544	new religious movement
Q2671787	substantive title
Q2441722	charity event
Q25351891	business service
Q838781	eventing
Q841007	cage
Q826467	regular graph
Q1374495	cubic graph
Q77462154	graph theory terminology
Q841090	classics
Q5167661	justice
Q1194317	conflict resolution
Q3374321	None
Q579716	user-generated content
Q6607	guitar
Q15729138	administrative territorial entity of the Faroe Islands
Q578868	vehicle simulation game
Q37500013	primary structure
Q868257	economic value
Q889659	mineral resource
Q12048218	None
Q15092269	administrative territorial entity of Paraguay
Q44597158	health specialty
Q18028810	perpetrator
Q931447	electrical load
Q210729	electrical element
Q932934	electronic dictionary
Q951504	electric machine
Q11271324	energy transformation
Q959049	music production
Q974688	communication source
Q31479975	communication system
Q32050	precision-guided munition
Q41291	rocket
Q984063	optimization problem
Q989870	technical material system
Q9298846	federal judge
Q41708808	elections in the Federal Republic of Germany
Q1020994	citizen
Q128207	terrestrial planet
Q63930359	maintenance worker
Q1046315	level
Q55070019	video game feature
Q35221	reflecting telescope
Q3344190	external auditor
Q7631050	administrative territorial entity of Guinea-Bissau
Q63521984	None
Q466466	non-player character
Q3502438	administrative territorial entity of Guinea
Q1075310	sailboat
Q8023902	wind-powered vehicle
Q16103215	boat type
Q1823435	reflector
Q1543677	Web conferencing
Q1132952	homogeneous function
Q3392544	military diver
Q5937006	administrative territorial entity of Seychelles
Q5915039	inconstancy
Q1150958	play
Q868410	graphics software
Q149013	spatial planning
Q424543	acceptance
Q15782913	planet-crossing minor planets
Q14255687	remediation
Q1218704	échevin
Q1321926	constructible number
Q12916	real number
Q1269627	amendment
Q14075	free content
Q7257461	Public License
Q1308677	deployment
Q1172474	data hub
Q1712140	revenge
Q2516049	World Speed Skating Championships
Q43455	ethnology
Q958394	hypercube graph
Q19693316	First responder
Q759524	organizational structure
Q17310912	administrative territorial entity of Dominica
Q1412224	tribunal
Q1416696	finca
Q837816	wordmark
Q1425577	promise
Q17285911	commitment
Q1905347	gene bank
Q1020621	theatrical technician
Q20977775	air transport infrastructure
Q1454188	free area
Q1455871	child care
Q1969425	national team coach
Q3517745	None
Q1501926	attorney general
Q19656964	type of business entity in Austria
Q1527901	unmanned vehicle
Q320072	river regime
Q1531349	outline
Q21451942	administrative territorial entity of Lower Saxony
Q133585	airship
Q1574938	trade route
Q1581290	healing
Q409108	ketose
Q339725	hexose
Q1633408	concelho
Q1637368	task force
Q33104129	sociological concept
Q1657198	set function
Q1669589	classical archaeology
Q1682108	vision
Q21172227	vision
Q1686000	party
Q1752649	total institution
Q1771238	African Continental Cycling Championships
Q560311	literary technique
Q23004361	specialized educational institution
Q1802417	state law
Q1805393	lecture
Q1812366	None
Q101072	definition
Q1439598	photo equipment
Q579421	Soyuz
Q184840	smuggling
Q1933595	hijacking
Q23012297	type of electricity transmission
Q17320259	radiotelegraphist
Q162817	East Asian studies
Q11541386	None
Q29933786	operator
Q6888088	mode
Q1986639	centerfold
Q1991596	definite integral
Q80091	integral
Q6090654	official periodical
Q2145117	repository
Q1962728	course
Q16883812	stay-at-home parent
Q2186896	estate
Q194387	Costa Rica national football team
Q2218838	list of municipalities in Nova Scotia
Q11549517	water accident
Q726710	laic
Q2271896	scheduling
Q2298529	corregimiento
Q2310419	organizational conflict
Q2313235	style
Q1474516	functiolect
Q188213	state religion
Q15548076	computer-aided design software
Q178648	peripheral equipment
Q2396633	state property
Q2400845	subsystem
Q3707858	type
Q3343211	zoological nomenclature
Q13641126	community and regional governments
Q17112404	insult comedy
Q2453249	Quaternary science
Q2485866	zonohedron
Q3753221	convex polyhedron
Q2520514	Subdivisions of Galicia
Q206592	aircraft with jet engines
Q18810687	political institution
Q2535935	terrestrial locomotion
Q925958	animal locomotion
Q2623243	conceptual model
Q1078597	artistic language
Q2625729	corresponding member
Q2015874	officiant
Q1400189	official in charge
Q2676325	source coding
Q2493	data compression
Q2692116	quake
Q1899943	entertainer
Q2710737	slag heap
Q2873185	auxiliary of justice
Q2864342	ministerial decree
Q2571972	decree
Q18016291	None
Q2890135	freshwater ecosystem
Q28846105	types of aquatic ecosystems
Q2901541	University library in France
Q2919841	protected area of Brazil
Q3591565	public health institution
Q2973181	speculative fiction film
Q5030865	provincial/territorial electoral district in Canada
Q26832826	constituency of France
Q2986700	parliamentary committee
Q10354133	None
Q515483	baladiyah
Q2990606	sexual behaviour
Q4042967	sexuality
Q2990595	reproductive behavior
Q3419242	hearts
Q3025978	dialogue
Q15633191	distrito
Q18411470	None
Q3057965	escort ship
Q3058218	measurable space
Q3054889	measurable set
Q1668139	musical interpretation
Q186196	Youth Olympic Games
Q29048322	vehicle model
Q3042547	administrative territorial entity of Argentina
Q568225	refectory
Q918036	race
Q522190	biological nomenclature
Q21818572	cult object
Q3360771	administrative territorial entity of Cameroon
Q3375719	conceptual character
Q3405827	natural material
Q28555911	ordinary matter
Q3406858	film professional
Q15825863	light rail vehicle
Q3434769	macroregion
Q3449901	game piece
Q3481047	ratio
Q126818	dimensionless quantity
Q3565782	navigational aid
Q20026918	mathematical theory
Q769620	social action
Q3563237	economic unit
Q64513524	economics term
Q2180497	economic model
Q2198779	unit
Q1436016	stellar population
Q3604202	user account
Q656365	employment
Q3773693	kitchen utensil
Q1521410	kitchenware
Q3775883	reciprocating motion
Q3875186	construction
Q3976660	administrative territorial entity of Zimbabwe
Q214196	gunboat
Q131714	archetype
Q55915575	scholarly work
Q6986999	Nef polygon
Q1138624	convex hull
Q4161597	administrative territorial entity of the Republic of the Congo
Q4162386	operating system distribution
Q18386809	partial algebra
Q4167876	Chinese ritual bronze
Q17379796	ritual vessel
Q7000900	network search engine
Q4204519	historical fact
Q4284762	material flow
Q3074541	flow of matter and energy
Q4391306	distance-transitive graph
Q3115556	distance-regular graph
Q1205074	symmetric graph
Q55594385	dictionary of a specific language
Q4481755	Federal bodies of executive power (Russian Federation)
Q5062052	central administration
Q861455	educational management
Q4751141	analytic space
Q4895105	interim
Q3399487	great house
Q2806437	None
Q2973938	electoral district of Canada
Q18398645	types of towns and cities in Russia
Q5135523	closure
Q63957358	paperwork
Q10882966	(commodity) exchange building
Q2572794	forme fixe
Q2115663	section
Q5249313	declamation
Q5283494	administrative territorial entity of the United States Virgin Islands
Q279283	election in the United States
Q5358404	electronic page
Q5440540	federal lands
Q3034648	public land
Q5452198	first-order election
Q5458453	fleet submarine
Q5478580	protected area of Queensland
Q17000624	protected area of Australia
Q1211577	plurality voting system
Q1052894	single-member district
Q5571369	quarter of a city in Italy
Q1469502	Law enforcement in Spain
Q287455	Clamshell
Q63972141	salt
Q5778278	automatic firearm
Q20045441	administrative territorial entity of Buenos Aires
Q6006020	educational material
Q6149036	decoration
Q4684642	adornment
Q2663712	subdivision
Q6498684	ownership
Q6566301	urban area in Nordic countries
Q20983805	None
Q54932871	Local Electoral Area
Q6672123	long-term care
Q16605260	social service
Q6784067	mass movement
Q6823473	meteorological disaster
Q6918890	Moufang loop
Q3836720	loop
Q6970524	National Assembly for Wales constituencies and electoral regions
Q6980787	natural sound
Q7129601	Pan American Games sports
Q931483	legal fiction
Q1184840	military vehicle
Q7978115	weapons platform
Q7643449	superhuman
Q4164344	documentary
Q5428822	factual television
Q15663836	local administrative unit in Thailand
Q2000344	tactic
Q7706759	tetraterpene
Q212364	terpene
Q10751930	Folk taxonomy
Q7049045	non-state actor
Q18643213	military equipment
Q3922333	proceedings
Q8778429	sober space
Q10374536	administrative territorial entity of Brazil
Q64689341	small arms manufacturing company
Q2700595	dyad
Q219160	couple
Q10853354	WordCamp
Q29881373	musical ensemble consisting solely of singers
Q11081538	New states
Q11510986	None
Q17218855	None
Q11392127	public library of Japan
Q11606851	None
Q11666901	nominal kinship
Q11723014	dihydrogen chalcogenide
Q25385534	Hydrogen chalcogenide
Q11820611	language subfamily
Q11850905	non-alcoholic beverage
Q154	alcoholic beverage
Q18089563	local heritage site
Q3816953	patrimonio histórico español
Q11912920	casal
Q12018177	geomorphological subunit
Q17379817	administrative territorial entity of North Dakota
Q12307014	daginstitution
Q69028207	legal person in public law, constitutional institution or their authority
Q39762744	court of South Korea
Q12758374	kin
Q28114058	game franchise
Q178712	state or territory of Australia
Q14502790	settlement of Hungary
Q13403102	Esperanto congress
Q6107280	revolt
Q13821074	television programming
Q4232202	digging
Q6063891	partido
Q14253637	dry lake
Q66666607	academic profession
Q14510027	fusion reactor
Q80877	nuclear reactor
Q21711025	sculpture technique
Q15089865	cable railway
Q1424016	cableway
Q263	Wikisource
Q15284634	executive term
Q27895381	maritime infrastructure
Q15313532	administrative territorial entity of Sri Lanka
Q133500	learning
Q15513569	timber-framed building
Q15620181	administrative territorial entity of Estonia
Q22927291	sixth-level administrative country subdivision
Q56256086	group of chemical compounds
Q3177944	administrative territorial entity of Helsinki
Q15727633	mathematical linguistics
Q2537344	beast species in the Harry Potter universe
Q5641611	Half-giant
Q15747939	execution by shooting
Q2140674	ballistic trauma
Q17147946	administrative territorial entity of the First Mexican Empire
Q17147958	intendency
Q15991203	industrial process
Q16335899	watercraft type
Q16678127	administrative territorial entity of Anguilla
Q16861376	military casualty classification
Q6857882	military taxonomy
Q16873390	supraorganization
Q61792038	company
Q2462304	administrative territorial entity of Bermuda
Q1337565	NUTS:BG
Q17327049	scientific literature
Q17379818	administrative territorial entity of North Carolina
Q21451536	fictional office, position, or title
Q21040055	aspect
Q1191925	deprivation
Q18054608	evolutionary process
Q1094654	biological selection
Q18533943	handball position
Q18559091	administrative territorial entity of Prussia
Q190087	Data type
Q18663765	stud farm
Q867371	administrative territorial entity of Tanzania
Q1261571	radio orchestra
Q19588327	type of business entity in Switzerland
Q19602879	zastupitel
Q1485500	tangible good
Q19832479	vessel class
Q17379829	administrative territorial entity of Minnesota
Q843555	administrative territorial entity of the United Arab Emirates
Q27907806	subregion of Colombia
Q7692317	technical advisor
Q56604309	IT professional
Q57237926	reservation
Q20724760	administrative territorial entity of Czechoslovakia
Q1996198	regional corporation or municipality of Trinidad and Tobago
Q5051821	Polish rail station categories
Q2116411	popular magazine
Q47161795	National Register property and resource category
Q21100253	french elected people
Q359322	French citizen
Q21262209	excess
Q774228	requirement
Q612229	municipality of Estonia
Q22272508	multi-organism behavior
Q16547029	single-sex school
Q22981456	resistance newspaper
Q22984545	Wikidata property related to games and leisure activities
Q52514469	Wikidata property related to personal life
Q180910	leisure
Q179744	daguerreotype
Q18245166	graduate student
Q1123840	symbols of Europe
Q24027515	fourth-order metaclass
Q23959932	fixed-order metaclass
Q24027526	fixed order metaclass of higher order
Q157171	renting
Q24571167	litigant
Q4913883	binary compound of hydrogen
Q1197588	military government
Q25967482	Ribaucour curve
Q1060874	plane curve
Q32391314	extraordinary professor
Q1756157	area of law
Q27301467	fictional ruminantia
Q27820730	native land
Q177380	hot spring
Q28165408	None
Q28226203	Government employees in the United States
Q28733284	scalar magnitude
Q1747793	ratio scale of measurement
Q28771895	vocal composer
Q28834867	CG Artist
Q30082664	class of ambassadors of a no longer existing country
Q30064737	class of ambassadors to a no longer existing country
Q30109942	paramedical speciality
Q30225619	Wikidata property related to Olympism
Q812880	cube
Q30337748	ISQ base quantity
Q30444261	side
Q16421635	bottom
Q30588174	prestack
Q30620203	abandoned entity
Q185905	ukiyo-e
Q864897	single-elimination tournament
Q37860855	ordered set
Q38088701	match official
Q40890107	municipal enterprise
Q40890790	absorbed or reflected object light
Q41222493	taxi service
Q1221280	folk tale
Q42681239	propaganda song
Q2474244	administrative territorial entity of South Ossetia-Alania
Q44106280	idempotent function
Q2243424	idempotent element
Q46945201	perceptual effect
